Date,Tweet ID,Text,Username
2021-04-01 23:30:55+00:00,1377765449077829646,@ltgrusselhonore @Baton @bp @exxonmobil @Chevron @conocophillips @NOLAnews @CedricRichmond @RepRichmond @EdwardTedJames and soon to be @TeamKCP @troyc4Congress @tcartersenate Come on let’s get us out of last place! The people of Louisiana know you can get @VP @POTUS  to help @LouisianaGov @JohnBelEdwards ASAP GET US OUT THE BOTTOM OF THE OIL BARREL,Fess1970
2021-04-01 23:18:56+00:00,1377762433461231617,if we lived in a just and honorable world every single chevron &amp; big oil exec would be [redacted],buhbuhballin
2021-04-01 22:40:02+00:00,1377752643876098053,"Committing to zero routine flaring by 2025 will separate leaders from laggards in the oil and gas industry.

Chevron’s 2030 timeline is a missed opportunity, @RatnerBen explains via @dcexaminer. #CutMethane

https://t.co/diNQnZqfpm",EDFEnergyEX
2021-04-01 22:12:22+00:00,1377745681134198789,"Does Chevron spend 98% of its worth on dirty oil and gas, only to call itself clean and green? Chevron does. @JoshEisenfeld @greenpeaceusa @Global_Witness",jenkrill
2021-04-01 22:00:21+00:00,1377742656160284677,@SDonziger @DavidYankovich Is Chevron the Russian oil company?,Jackie1Connolly
2021-04-02 23:28:12+00:00,1378127152349020162,"Myanmar’s oil and gas sector, which urgently needed to be imposed with sanctions as it was the junta’s single biggest source of revenue.

@Total @Chevron @Petronas @JusticeMyanmar @CrphMyanmar 

#WhatsHappeningInMyanmar 

https://t.co/cy0tFAq1bX",AaronNyein
2021-04-02 22:59:36+00:00,1378119957423259649,This is a great interview 👍 the Norwegian Pension (oil) Fund should divest immediately from @Chevron @avisen_nytid @Morgenbladet @db_nyheter @SteinarSagen @nrknyheter @Klassekampen @FerdOwner @redaksjoneip @ThinaSaltvedt @NokOljesponsing,GjefleKarsten
2021-04-02 22:47:20+00:00,1378116869127774212,@_RobertMichael_ @TheFlyingScotto You want the market cap to reflect the amount of oil in the ground?? 😂😂 that’s not how it works. Chevron would have a trillion dollar market cap then. They haven’t even drilled a producing well. Even if a company bought it they are not going to pay out what the oil is worth.,chandlersucks1
2021-04-02 22:28:08+00:00,1378112036530491393,@OfficialWSPA @Chevron Everyone understands that expanding oil and gas is evil at this point.  Your best chance is to do it quietly and hope no one notices.,MattLiePaehlke
2021-04-02 21:59:19+00:00,1378104785333743616,Jerry from @Chevron gives her perspective on using data and science to solve today's most important issues. Hear from the other amazing women in the oil and gas industry here:  https://t.co/Mu5WfqHMQp #PowerInEverybody https://t.co/U1eJqkqMuL,OfficialWSPA
